_id,area_name,attachments,author_id,channel_name,content,is_command,message_id,sent_date
60b6aad105238b524e852703,bienvenida,null,301180833253949440,bienvenida,"Hola, esos mensajes corresponden a otras personas que se verificadon",false,849403676237758489,2021-06-01T16:46:57.767Z
60b6aaeb05238b524e852704,bienvenida,null,301180833253949440,bienvenida,por lo pronto recomiendo que te verifiques con los comandos en el canal de <#842102492967469062>,false,849403785440788510,2021-06-01T16:47:23.830Z
60b6ab2805238b524e852706,bienvenida,null,849401264504176660,bienvenida,!validar Julian 2201678,false,849404024394612776,2021-06-01T16:48:24.380Z
60b6ac5105238b524e852708,bienvenida,null,819628397537001543,bienvenida,!validar Tatiana 2202394,false,849405278109433947,2021-06-01T16:53:21.137Z
60b6ac7e05238b524e852709,bienvenida,null,819628397537001543,bienvenida,!acceder ingles-i,false,849405473919991858,2021-06-01T16:54:06.803Z
60b6ac9d05238b524e85270a,bienvenida,null,819628397537001543,bienvenida,!acceder idiomas,false,849405598923358249,2021-06-01T16:54:37.145Z
60b6ae1a05238b524e85270d,bienvenida,null,849405294261305366,bienvenida,!validar Sharon 2211259,false,849407195983773737,2021-06-01T17:00:58.186Z
60b6ae5305238b524e85270e,bienvenida,null,849405294261305366,bienvenida,! acceder inglés-i,false,849407443107577856,2021-06-01T17:01:55.805Z
60b6ae7605238b524e85270f,bienvenida,null,849405294261305366,bienvenida,!acceder inglés,false,849407586251178025,2021-06-01T17:02:30.971Z
60b6b14f05238b524e852712,bienvenida,null,849407154117017672,bienvenida,!validar Julián 2192846,false,849410638848983090,2021-06-01T17:14:39.138Z
60b6b1cb05238b524e852714,bienvenida,null,849407154117017672,bienvenida,!acceder Idiomas,false,849411162802225162,2021-06-01T17:16:43.662Z
60b6b20d05238b524e852715,bienvenida,null,829807239342325870,bienvenida,!validar Andrés Daza 2210662,false,849411435926913025,2021-06-01T17:17:49.003Z
60b6b24205238b524e852716,bienvenida,null,763288403743604797,bienvenida,!validar Diego 2211794,false,849411661646528532,2021-06-01T17:18:42.269Z
60b6b26905238b524e852717,bienvenida,null,763288403743604797,bienvenida,!validar Diego 2211794,false,849411827556810803,2021-06-01T17:19:21.698Z
60b6b2a005238b524e852718,bienvenida,null,829807239342325870,bienvenida,!acceder Idiomas,false,849412057316982874,2021-06-01T17:20:16.961Z
60b6b2ec05238b524e852719,bienvenida,null,763288403743604797,bienvenida,!validar Diego 2211794,false,849412378407600158,2021-06-01T17:21:32.944Z
60b6b83e05238b524e85271b,bienvenida,null,849406825459744818,bienvenida,!validar Angelica 2211039,false,849418087169654835,2021-06-01T17:44:14.917Z
60b6b94e05238b524e85271c,bienvenida,null,849406825459744818,bienvenida,!acceder Idiomas,false,849419228750807080,2021-06-01T17:48:46.785Z
60b6b9bf05238b524e85271e,bienvenida,null,849419073120108575,bienvenida,!validar Ivonne 2192052,false,849419701851652137,2021-06-01T17:50:39.968Z
60b6bb2a05238b524e852722,bienvenida,null,767924419016130580,bienvenida,!Validar Meyer 2211601,false,849421228737036328,2021-06-01T17:56:42.575Z
60b6bb5705238b524e852723,bienvenida,null,753427848638890027,bienvenida,!acceder Ingles I,false,849421413281431553,2021-06-01T17:57:27.182Z
60b6bb6505238b524e852724,bienvenida,null,753427848638890027,bienvenida,¡acceder Ingles,false,849421476981506108,2021-06-01T17:57:41.769Z
60b6bb8705238b524e852725,bienvenida,null,753427848638890027,bienvenida,!acceder Inglés I,false,849421614897561631,2021-06-01T17:58:15.211Z
60b6bb9505238b524e852726,bienvenida,null,753427848638890027,bienvenida,!acceder Ingles,false,849421672506458122,2021-06-01T17:58:29.318Z
60b6bbb205238b524e852728,bienvenida,null,772641110438182932,bienvenida,!validar Sebastián 2202002,false,849421791901384704,2021-06-01T17:58:58.166Z
60b6bc7505238b524e852729,bienvenida,null,748897383173193809,bienvenida,!validar Santiago 2210894,false,849422614690005012,2021-06-01T18:02:13.375Z
60b6bc9105238b524e85272a,bienvenida,null,767924419016130580,bienvenida,!acceder Idiomas,false,849422733594329088,2021-06-01T18:02:41.933Z
60b6bca905238b524e85272b,bienvenida,null,767924419016130580,bienvenida,!acceder Idiomas,false,849422833590992906,2021-06-01T18:03:05.732Z
60b6be2005238b524e85272d,bienvenida,null,442737541913772042,bienvenida,!validar Sebastián 2191761,false,849424405859663883,2021-06-01T18:09:20.532Z
60b6be4105238b524e85272e,bienvenida,null,750897126791315517,bienvenida,!acceder idiomas,false,849424542211244064,2021-06-01T18:09:53.753Z
60b6bec005238b524e852730,bienvenida,null,767924419016130580,bienvenida,!validar Meyer 2211601,false,849425071751299132,2021-06-01T18:12:00.166Z
60b6bf2e05238b524e852731,bienvenida,null,767924419016130580,bienvenida,!acceder idiomas,false,849425534580555786,2021-06-01T18:13:50.127Z
60b6bfd605238b524e852732,bienvenida,null,732631571277938759,bienvenida,¡validar Cristian David 2210233,false,849426246256689173,2021-06-01T18:16:38.922Z
60b6c10705238b524e852733,bienvenida,null,732631571277938759,bienvenida,!acceder [idiomas],false,849427522272755763,2021-06-01T18:21:43.630Z
60b6c12f05238b524e852734,bienvenida,null,732631571277938759,bienvenida,!acceder [IDIOMAS],false,849427689395453973,2021-06-01T18:22:23.511Z
60b6c14a05238b524e852735,bienvenida,null,732631571277938759,bienvenida,!acceder [Idiomas],false,849427802473889811,2021-06-01T18:22:50.526Z
60b6c23b05238b524e852736,bienvenida,null,732631571277938759,bienvenida,!acceder [ingles],false,849428812629540865,2021-06-01T18:26:51.236Z
60b6c35405238b524e852737,bienvenida,null,732631571277938759,bienvenida,!acceder [ingles-i],false,849429993947267112,2021-06-01T18:31:32.875Z
60b6c36405238b524e852738,bienvenida,null,301180833253949440,bienvenida,recomiendo quitar los corchetes,false,849430062687584326,2021-06-01T18:31:48.772Z
60b6c3ec05238b524e852739,bienvenida,null,732631571277938759,bienvenida,!acceder Idiomas,false,849430628612046858,2021-06-01T18:34:04.736Z
60b6c47b05238b524e85273a,bienvenida,null,748897383173193809,bienvenida,!acceder ingles-i,false,849431227252867102,2021-06-01T18:36:27.103Z
60b6cc9605238b524e85273c,bienvenida,null,849436569081479168,bienvenida,!validar Andres F - 2210736,false,849439928377933865,2021-06-01T19:11:02.268Z
60b6d52505238b524e852740,bienvenida,null,837352584346992700,bienvenida,!validar Daniel 2210115,false,849449116798681149,2021-06-01T19:47:33.015Z
60b6d8c405238b524e852742,bienvenida,null,774521169226235914,bienvenida,!validar cálculo,false,849453009704452099,2021-06-01T20:03:00.336Z
60b6d8cd05238b524e852743,bienvenida,null,774521169226235914,bienvenida,!incluir cálculo,false,849453051001044992,2021-06-01T20:03:09.672Z
60b6d8d305238b524e852744,bienvenida,null,774521169226235914,bienvenida,!incluir calculo,false,849453077345861662,2021-06-01T20:03:15.960Z
60b6dd4605238b524e852745,bienvenida,null,714588592089071676,bienvenida,!validar Esmeralda 2201200,false,849457838068858891,2021-06-01T20:22:14.221Z
60b6e1a405238b524e852747,bienvenida,null,837716387665412107,bienvenida,!validar leydi Cardenas 2202909,false,849462535497056286,2021-06-01T20:40:52.117Z
60b6f86905238b524e852749,bienvenida,null,849486119363936326,bienvenida,!validar Katerín 2211783,false,849486986591207464,2021-06-01T22:18:01.141Z
60b6f8a205238b524e85274a,bienvenida,null,849486119363936326,bienvenida,!validar Katerin 2211783,false,849487229034037268,2021-06-01T22:18:58.875Z
60b6f9d505238b524e85274b,bienvenida,null,849486119363936326,bienvenida,!validar Mejía 2211783,false,849488513027670046,2021-06-01T22:24:05.123Z
60b7028405238b524e85274d,bienvenida,null,604365440218562580,bienvenida,!validar Angel 2211616,false,849497839809200158,2021-06-01T23:01:08.821Z
60b702af05238b524e85274e,bienvenida,null,604365440218562580,bienvenida,!validar Almeida 2211616,false,849498020244619316,2021-06-01T23:01:51.854Z
60b702cd05238b524e85274f,bienvenida,null,604365440218562580,bienvenida,!validar Angel 2211616,false,849498145938341898,2021-06-01T23:02:21.793Z
60b702d905238b524e852750,bienvenida,null,604365440218562580,bienvenida,!validar Steven 2211616,false,849498197198110750,2021-06-01T23:02:33.944Z
60b794aed1efad0ea4ea9d1a,bienvenida,null,849653891255631915,bienvenida,!validar Daniela Chaparro 2182892,false,849654770205065256,2021-06-02T09:24:46.166Z
